image_path,user_id,vehicle_location,user_location,label
data\face\lfw-deepfunneled/Winona_Ryder/Winona_Ryder_0014.jpg,1653,40.75068221860206;-73.96719488456549,40.757857865170514;-73.98486366511902,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0092.jpg,532,40.71278800160373;-74.00596314416138,40.57278375491662;-74.05633401169847,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0232.jpg,309,40.89676870111442;-74.24864026830633,40.74871624506124;-73.96778348669919,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0162.jpg,532,40.75720517515375;-73.98652041722482,40.75691635438594;-73.98661752165049,1
data\face\lfw-deepfunneled/Carlos_Mesa/Carlos_Mesa_0002.jpg,227,40.71181063396822;-74.00629868028535,40.71179574175007;-74.006396056643,1
data\face\lfw-deepfunneled/Jorge_Valdano/Jorge_Valdano_0001.jpg,824,40.757324322519295;-73.98622881725825,40.75731848272459;-73.98641021028398,1
data\face\lfw-deepfunneled/Peter_Hillary/Peter_Hillary_0001.jpg,1279,40.711373897283366;-74.00534648763364,40.7449263506851;-73.96597274564482,0
data\face\lfw-deepfunneled/Hans_Blix/Hans_Blix_0022.jpg,588,40.585076320572256;-74.14716769972547,40.74928699548818;-73.96729632493533,0
data\face\lfw-deepfunneled/David_Heymann/David_Heymann_0003.jpg,345,40.75645590115207;-73.98570991691955,40.711605929342205;-74.00904451080162,0
data\face\lfw-deepfunneled/Kirk_Ferentz/Kirk_Ferentz_0002.jpg,903,40.71272509823042;-74.0057942653616,40.71278540810425;-74.00606991778805,1
data\face\lfw-deepfunneled/Natalie_Maines/Natalie_Maines_0003.jpg,1182,40.76083144585704;-73.98353302082769,40.74862074817742;-73.96803539572929,0
data\face\lfw-deepfunneled/Prince_Harry/Prince_Harry_0001.jpg,1295,40.71362307809857;-74.003769130767,40.83855318309814;-73.98645630784291,0
data\face\lfw-deepfunneled/Tom_Ridge/Tom_Ridge_0003.jpg,1579,40.74770646198665;-73.97021146829573,40.74769045595429;-73.97001837510017,1
data\face\lfw-deepfunneled/Mohammed_Al-Douri/Mohammed_Al-Douri_0006.jpg,1152,40.71336542780256;-74.00793290879007,40.7134348296868;-74.00800322235365,1
data\face\lfw-deepfunneled/Cesar_Gaviria/Cesar_Gaviria_0008.jpg,251,40.714530130731404;-74.00593756100153,40.71440079748771;-74.00578946019523,1
data\face\lfw-deepfunneled/Walter_Mondale/Walter_Mondale_0008.jpg,1633,40.71147365079356;-74.00906590504198,40.75814308994968;-73.98566007460343,0
data\face\lfw-deepfunneled/Ciro_Gomes/Ciro_Gomes_0004.jpg,296,40.757880891168774;-73.98596330022772,40.757902537817166;-73.98584953458888,1
data\face\lfw-deepfunneled/James_Kelly/James_Kelly_0003.jpg,669,40.85434041925596;-74.23133710188989,40.65953748616036;-73.83969240295781,0
data\face\lfw-deepfunneled/Marc_Grossman/Marc_Grossman_0001.jpg,1013,40.712748968681005;-74.00592050004707,40.71279059211032;-74.00613320091773,1
data\face\lfw-deepfunneled/Tung_Chee-hwa/Tung_Chee-hwa_0006.jpg,1600,40.75936603394738;-73.98678163192272,40.75936838601029;-73.98690976993906,1
data\face\lfw-deepfunneled/Gerry_Adams/Gerry_Adams_0003.jpg,538,40.65862760822485;-74.13084226894907,40.74862133791319;-73.9680120380002,0
data\face\lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0023.jpg,549,40.74887217359294;-73.96817716992032,40.7129441241072;-74.00581457180813,0
data\face\lfw-deepfunneled/Vaclav_Havel/Vaclav_Havel_0007.jpg,1605,40.71094522586404;-74.00646881410565,40.74872019117886;-73.96832793106674,0
data\face\lfw-deepfunneled/Michael_Chang/Michael_Chang_0008.jpg,1095,40.71303386687182;-74.00627226366436,40.75788772597525;-73.98545190592793,0
data\face\lfw-deepfunneled/Silvia_Farina_Elia/Silvia_Farina_Elia_0001.jpg,1490,40.712894682089996;-74.00595506137488,40.7128864458608;-74.00595799768708,1
data\face\lfw-deepfunneled/Rubens_Barrichello/Rubens_Barrichello_0011.jpg,1422,40.75911333938016;-73.98458030435377,40.74911147404941;-73.96561705960794,0
data\face\lfw-deepfunneled/Alvaro_Uribe/Alvaro_Uribe_0031.jpg,64,40.75761168838981;-73.98497705069917,40.75763388177062;-73.98499245352228,1
data\face\lfw-deepfunneled/Woody_Allen/Woody_Allen_0004.jpg,1655,40.71308096010952;-74.00592963314847,40.7131073943563;-74.00594211545747,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0237.jpg,532,40.74907157869034;-73.96791241561085,40.74895509499643;-73.96800108632283,1
data\face\lfw-deepfunneled/Keanu_Reeves/Keanu_Reeves_0001.jpg,876,40.712000151406805;-74.00559605787113,40.58512957606272;-74.13697548868754,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0013.jpg,309,40.71094449525721;-74.00649618383649,40.75855757387019;-73.9869475755179,0
data\face\lfw-deepfunneled/Scott_McClellan/Scott_McClellan_0001.jpg,1453,40.74650905440527;-73.96831548299326,40.71199582652102;-74.00588441290058,0
data\face\lfw-deepfunneled/Jiri_Novak/Jiri_Novak_0004.jpg,753,40.7594798263066;-73.98589994161095,40.74841113303095;-73.96801572746529,0
data\face\lfw-deepfunneled/Hillary_Clinton/Hillary_Clinton_0008.jpg,616,40.70988862433645;-74.00700189265207,40.70967332228773;-74.00694339333678,1
data\face\lfw-deepfunneled/Bill_Gates/Bill_Gates_0014.jpg,162,40.758077149845896;-73.98537484993756,40.74898773039892;-73.96812818043857,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0080.jpg,537,40.748657327028226;-73.96776485732896,40.74887882044514;-73.96786688721903,1
data\face\lfw-deepfunneled/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,25,40.71299310322494;-74.00566935519096,40.75795685072836;-73.98510978299149,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0003.jpg,1588,40.71268295001367;-74.00592168044211,40.712751630080845;-74.00596314087372,1
data\face\lfw-deepfunneled/Fujio_Cho/Fujio_Cho_0005.jpg,500,40.71250244348521;-74.00607766305978,40.74912520195101;-73.96704640569577,0
data\face\lfw-deepfunneled/Tim_Conway/Tim_Conway_0002.jpg,1560,40.71365188333877;-74.00572758640062,40.75809988585079;-73.98802383006452,0
data\face\lfw-deepfunneled/Billy_Crystal/Billy_Crystal_0003.jpg,170,40.90360549821271;-74.07980403975083,40.74898773039892;-73.96812818043857,0
data\face\lfw-deepfunneled/Martin_Verkerk/Martin_Verkerk_0001.jpg,1061,40.74903028953902;-73.96777435293065,40.74912346592979;-73.96792562087276,1
data\face\lfw-deepfunneled/Silvio_Berlusconi/Silvio_Berlusconi_0016.jpg,1491,40.75820402200692;-73.98604949803233,40.71282654029229;-74.00597481612219,0
data\face\lfw-deepfunneled/Cameron_Diaz/Cameron_Diaz_0003.jpg,215,40.714473802651234;-74.00526289314948,40.74891987769523;-73.96793916141469,0
data\face\lfw-deepfunneled/Anders_Ebbeson/Anders_Ebbeson_0001.jpg,76,40.712461577438;-74.00585876578852,40.748660317374814;-73.96813892210132,0
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0007.jpg,1468,40.74897156273496;-73.96813453198327,40.74910383483508;-73.96819543637213,1
data\face\lfw-deepfunneled/Rick_Carlisle/Rick_Carlisle_0001.jpg,1354,40.75682916351885;-73.98286473354997,40.7505964752097;-73.9668745827837,0
data\face\lfw-deepfunneled/Billy_Crystal/Billy_Crystal_0004.jpg,170,40.75824959082168;-73.98592226530086,40.75006055062525;-73.9688072124925,0
data\face\lfw-deepfunneled/Oxana_Fedorova/Oxana_Fedorova_0002.jpg,1221,40.75805278032829;-73.98544994491107,40.75800952776849;-73.9855193808591,1
data\face\lfw-deepfunneled/Liza_Minnelli/Liza_Minnelli_0002.jpg,979,40.71503489477823;-74.00462402725796,40.76034446319667;-73.98595901337593,0
data\face\lfw-deepfunneled/Geoff_Hoon/Geoff_Hoon_0007.jpg,516,40.71291968532478;-74.0046970150344,40.712938995911145;-74.00474037884315,1
data\face\lfw-deepfunneled/Silvan_Shalom/Silvan_Shalom_0005.jpg,1489,40.759924556940966;-73.9858944260127,40.71228299587168;-74.00617610128873,0
data\face\lfw-deepfunneled/Yasser_Arafat/Yasser_Arafat_0007.jpg,1663,40.748934420600506;-73.96810235910866,40.7489071990278;-73.96804636888842,1
data\face\lfw-deepfunneled/Jose_Dirceu/Jose_Dirceu_0001.jpg,827,40.75809983798819;-73.9859900422009,40.75791601993088;-73.98599014885757,1
data\face\lfw-deepfunneled/Robert_Mugabe/Robert_Mugabe_0002.jpg,1388,40.71139564532994;-74.00537438742893,40.71132141985089;-74.00528695158397,1
data\face\lfw-deepfunneled/Michael_Douglas/Michael_Douglas_0002.jpg,1097,40.712477139261125;-74.00640579241444,40.71256278951397;-74.0062695701279,1
data\face\lfw-deepfunneled/Laura_Bush/Laura_Bush_0013.jpg,932,40.74885974620241;-73.96799410803526,40.71283677091538;-74.00565379273722,0
data\face\lfw-deepfunneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0001.jpg,994,40.761917164810455;-73.98612847676414,40.71219720402814;-74.00733678833812,0
data\face\lfw-deepfunneled/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0007.jpg,246,40.71296611657196;-74.00597456927322,40.75012466762143;-73.97028581399643,0
data\face\lfw-deepfunneled/Harrison_Ford/Harrison_Ford_0008.jpg,591,40.75830987519575;-73.98502286191807,40.75827790793369;-73.98492481522062,1
data\face\lfw-deepfunneled/Michael_Moore/Michael_Moore_0003.jpg,1104,40.74916911929793;-73.96914337613714,40.71293693754835;-74.00667339112503,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0373.jpg,532,40.75806703512959;-73.9850555909556,40.71032098088679;-74.01024823339716,0
data\face\lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0001.jpg,656,40.758412747099335;-73.98404415624265,40.75844153771772;-73.98394784600433,1
data\face\lfw-deepfunneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0036.jpg,994,40.74902839820066;-73.9681395223912,40.71256068337972;-74.00626990752237,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0514.jpg,532,40.75920364292936;-73.98696816039956,40.71285418695755;-74.00577748959314,0
data\face\lfw-deepfunneled/Jerry_Springer/Jerry_Springer_0001.jpg,734,40.75795405199361;-73.98547692789725,40.74890206168978;-73.96764151981797,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0479.jpg,532,40.746397056534214;-73.9699549997718,40.74653982535985;-73.96983161619613,1
data\face\lfw-deepfunneled/Elisabeth_Schumacher/Elisabeth_Schumacher_0001.jpg,426,40.71338654266963;-74.00585419588023,40.71330176189426;-74.00592465296927,1
data\face\lfw-deepfunneled/Conchita_Martinez/Conchita_Martinez_0002.jpg,311,40.74887958222747;-73.96795436593213,40.71176150790818;-74.0054899109497,0
data\face\lfw-deepfunneled/Tim_Duncan/Tim_Duncan_0002.jpg,1562,40.74883599004761;-73.96802552773443,40.75697989600469;-73.98585370452973,0
data\face\lfw-deepfunneled/Scott_Sullivan/Scott_Sullivan_0002.jpg,1458,40.7125283513167;-74.00852589129948,40.712572173793234;-74.00851025693298,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0050.jpg,769,40.74876735950744;-73.96818469939673,40.74884025864876;-73.96812662259116,1
data\face\lfw-deepfunneled/Annette_Lu/Annette_Lu_0003.jpg,99,40.71330236494711;-74.00603026497755,40.7488679683657;-73.96804570435422,0
data\face\lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0019.jpg,127,40.71440011843464;-74.00673785367125,40.74967232539412;-73.96677011212105,0
data\face\lfw-deepfunneled/Tang_Jiaxuan/Tang_Jiaxuan_0010.jpg,1535,40.71232378127648;-74.00769526809422,40.74903777585765;-73.96774795346887,0
data\face\lfw-deepfunneled/Michelle_Kwan/Michelle_Kwan_0005.jpg,1116,40.712799292622215;-74.00600274013182,40.74889510419463;-73.96800697338283,0
data\face\lfw-deepfunneled/Jennifer_Aniston/Jennifer_Aniston_0010.jpg,720,40.75907382765453;-73.98374181809612,40.75922636345866;-73.98364529857112,1
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0009.jpg,1468,40.74888943494894;-73.96798556831462,40.74886240865705;-73.96803723145055,1
data\face\lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0005.jpg,160,40.59446490688248;-73.78433925029987,40.74989430564516;-73.96788660076582,0
data\face\lfw-deepfunneled/Janet_Thorpe/Janet_Thorpe_0001.jpg,687,40.75860393763296;-73.98476202533611,40.75052560294708;-73.96947633672235,0
data\face\lfw-deepfunneled/Winona_Ryder/Winona_Ryder_0015.jpg,1653,40.757723440556305;-73.98539421223171,40.75779035956502;-73.98533666473635,1
data\face\lfw-deepfunneled/Silvio_Berlusconi/Silvio_Berlusconi_0006.jpg,1491,40.712682575442955;-74.00636676994858,40.71282244444487;-74.00639522333503,1
data\face\lfw-deepfunneled/Rick_Dinse/Rick_Dinse_0002.jpg,1355,40.74898641483211;-73.9678903083481,40.75989828366614;-73.98506011201276,0
data\face\lfw-deepfunneled/Yasar_Yakis/Yasar_Yakis_0004.jpg,1661,40.74864555775626;-73.96794229503666,40.74880237408183;-73.9678477051825,1
data\face\lfw-deepfunneled/Chita_Rivera/Chita_Rivera_0002.jpg,271,40.758167540479384;-73.98528982817115,40.7581594762981;-73.9854162950195,1
data\face\lfw-deepfunneled/Leonardo_DiCaprio/Leonardo_DiCaprio_0008.jpg,955,40.71293405774787;-74.00601170371014,40.71280232784911;-74.0059842904869,1
data\face\lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0046.jpg,856,40.75850234085219;-73.98292957648442,40.7489804234024;-73.96822403701016,0
data\face\lfw-deepfunneled/Amelie_Mauresmo/Amelie_Mauresmo_0018.jpg,70,40.76017000441753;-73.98480295795505,40.71269425178268;-74.0060908769108,0
data\face\lfw-deepfunneled/Winona_Ryder/Winona_Ryder_0018.jpg,1653,40.761625482275996;-73.98542477042741,40.76150303942276;-73.98543390463416,1
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0052.jpg,1588,40.711825355534174;-74.00629469987514,40.75763388177062;-73.98499245352228,0
data\face\lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0018.jpg,908,40.748860197295826;-73.96808754062398,40.74894067288332;-73.96808036374453,1
data\face\lfw-deepfunneled/Scott_Ritter/Scott_Ritter_0002.jpg,1456,40.712927627225056;-74.00574428308961,40.71287178620825;-74.0057832604705,1
data\face\lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0021.jpg,1329,40.74877524965434;-73.96800041504733,40.756341797258;-73.98464564939263,0
data\face\lfw-deepfunneled/David_Wells/David_Wells_0006.jpg,354,40.7138072229668;-74.00374371096139,40.71392160736043;-74.00366599914224,1
data\face\lfw-deepfunneled/Paul_Gascoigne/Paul_Gascoigne_0001.jpg,1247,40.70983571496866;-74.00558323168049,40.70956228612002;-74.00572031852785,1
data\face\lfw-deepfunneled/Halle_Berry/Halle_Berry_0008.jpg,583,40.607372251204175;-74.08641896550066,40.74948895117348;-73.96731962171474,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0036.jpg,532,40.62934088690072;-73.87066230360067,40.746904888901724;-73.96803793143836,0
data\face\lfw-deepfunneled/Oscar_De_La_Hoya/Oscar_De_La_Hoya_0006.jpg,1217,40.713115662075644;-74.00665395860831,40.71312102499768;-74.00669387089528,1
data\face\lfw-deepfunneled/Steve_Waugh/Steve_Waugh_0002.jpg,1516,40.747266379825774;-73.9682337322115,40.75922107158201;-73.98285967381392,0
data\face\lfw-deepfunneled/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,22,40.71263449079552;-74.00611053542946,40.766066369791176;-74.05861427972512,0
data\face\lfw-deepfunneled/George_Papandreou/George_Papandreou_0001.jpg,525,40.757133622834886;-73.98683916424856,40.71254124144409;-74.00609383262898,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0115.jpg,392,40.71266872080406;-74.00582282726904,40.71255125128513;-74.00568664328817,1
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0072.jpg,1588,40.71207497231811;-74.007494074679,40.74841113303095;-73.96801572746529,0
data\face\lfw-deepfunneled/Evan_Rachel_Wood/Evan_Rachel_Wood_0003.jpg,460,40.74708614179484;-73.96617870083438,40.74710702480272;-73.96614697702387,1
data\face\lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0005.jpg,1329,40.74907422083869;-73.96823545026912,40.74891184195868;-73.96834135344875,1
data\face\lfw-deepfunneled/John_Kerry/John_Kerry_0016.jpg,780,40.75762637279669;-73.98535338604968,40.749621354278325;-73.96863970262923,0
data\face\lfw-deepfunneled/Sharon_Stone/Sharon_Stone_0003.jpg,1479,40.74889891622831;-73.96800269100734,40.71297016317664;-74.00605827697682,0
data\face\lfw-deepfunneled/Magdalena_Maleeva/Magdalena_Maleeva_0001.jpg,1003,40.758055677741645;-73.98592824992012,40.75792674669548;-73.98577486368677,1
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0060.jpg,392,40.75339693420392;-73.96620572274153,40.75334466268446;-73.96638651379676,1
data\face\lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0068.jpg,111,40.74967086177449;-73.9677306273271,40.75783993710663;-73.98609172636411,0
data\face\lfw-deepfunneled/Kate_Winslet/Kate_Winslet_0003.jpg,869,40.71217849202896;-74.00629709974629,40.75178055125321;-73.96983434252934,0
data\face\lfw-deepfunneled/Keanu_Reeves/Keanu_Reeves_0010.jpg,876,40.7451963699985;-73.96704895522653,40.74533650098336;-73.96710262593805,1
data\face\lfw-deepfunneled/Geoff_Hoon/Geoff_Hoon_0002.jpg,516,40.71123172182831;-74.00750559664161,40.71115596945184;-74.00747148079749,1
data\face\lfw-deepfunneled/Surakait_Sathirathai/Surakait_Sathirathai_0001.jpg,1523,40.6664560481157;-74.19430765249828,40.71475119908485;-74.00562562315731,0
data\face\lfw-deepfunneled/Emma_Watson/Emma_Watson_0004.jpg,441,40.71239362408991;-74.00602082253687,40.71266425599858;-74.00601947433667,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0201.jpg,309,40.71448395938065;-74.00662874291275,40.75439060515453;-73.98592730519793,0
data\face\lfw-deepfunneled/Tommy_Robredo/Tommy_Robredo_0003.jpg,1583,40.71146282328356;-74.00800893427493,40.71144500590071;-74.00794417499638,1
data\face\lfw-deepfunneled/James_McGreevey/James_McGreevey_0002.jpg,672,40.713538262025246;-74.00467215277551,40.75789720715762;-73.98561841225026,0
data\face\lfw-deepfunneled/Pamela_Anderson/Pamela_Anderson_0004.jpg,1224,40.74885209403878;-73.96786151786624,40.71274740818877;-74.00592885039548,0
data\face\lfw-deepfunneled/Lleyton_Hewitt/Lleyton_Hewitt_0001.jpg,980,40.75814086602442;-73.9853200388691,40.71115776744552;-74.00475372151358,0
data\face\lfw-deepfunneled/Justine_Pasek/Justine_Pasek_0004.jpg,862,40.748822520396665;-73.96807751398802,40.75769267650136;-73.98513260327965,0
data\face\lfw-deepfunneled/Hans_Blix/Hans_Blix_0019.jpg,588,40.71285464595057;-74.00569210618819,40.50056573756044;-74.25270915365432,0
data\face\lfw-deepfunneled/Carlos_Vives/Carlos_Vives_0004.jpg,232,40.75795634907701;-73.98542322904132,40.51198772368826;-74.11218478717905,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0116.jpg,1588,40.74953431827013;-73.97216133026399,40.71435749346767;-74.00654800392952,0
data\face\lfw-deepfunneled/Mathias_Reichhold/Mathias_Reichhold_0002.jpg,1073,40.74890236879517;-73.96800445761372,40.75809988585079;-73.98802383006452,0
data\face\lfw-deepfunneled/Kirk_Johnson/Kirk_Johnson_0001.jpg,904,40.7127509728609;-74.00661795347534,40.74881662908188;-73.96811923895545,0
data\face\lfw-deepfunneled/Claire_Danes/Claire_Danes_0002.jpg,297,40.74896913877332;-73.9681806181606,40.74897402037794;-73.96810615147785,1
data\face\lfw-deepfunneled/Robby_Ginepri/Robby_Ginepri_0002.jpg,1374,40.75847030995433;-73.98521522628413,40.71354866369956;-74.00556507133888,0
data\face\lfw-deepfunneled/Eddy_Merckx/Eddy_Merckx_0002.jpg,407,40.7556346066268;-73.98595911692743,40.75569982221408;-73.98615210322032,1
data\face\lfw-deepfunneled/Scott_McClellan/Scott_McClellan_0005.jpg,1453,40.749808159934155;-73.96766865681532,40.74986081440261;-73.96781538269752,1
data\face\lfw-deepfunneled/Mark_Wahlberg/Mark_Wahlberg_0003.jpg,1045,40.750179289926436;-73.9693313425497,40.75020923652651;-73.96944923508507,1
data\face\lfw-deepfunneled/Evander_Holyfield/Evander_Holyfield_0001.jpg,461,40.75888340214132;-73.98770478542241,40.74874066003319;-73.9680435167969,0
data\face\lfw-deepfunneled/James_Kopp/James_Kopp_0004.jpg,670,40.75739879398607;-73.984717306592,40.75750616564965;-73.98485389945715,1
data\face\lfw-deepfunneled/Wu_Yi/Wu_Yi_0001.jpg,1656,40.71303759556588;-74.00627476740335,40.757254851194354;-73.98527046702675,0
data\face\lfw-deepfunneled/Nicanor_Duarte_Frutos/Nicanor_Duarte_Frutos_0003.jpg,1191,40.75815299035347;-73.98574154692558,40.75815476992808;-73.98580756207424,1
data\face\lfw-deepfunneled/Luis_Gonzalez_Macchi/Luis_Gonzalez_Macchi_0005.jpg,991,40.7579430823255;-73.98541685713631,40.71568431069491;-74.00765481254858,0
data\face\lfw-deepfunneled/Laura_Bush/Laura_Bush_0030.jpg,932,40.759313504246876;-73.98361076394119,40.75922636345866;-73.98364529857112,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0157.jpg,309,40.713638734495674;-74.00577169528208,40.71365188333877;-74.00572758640062,1
data\face\lfw-deepfunneled/Ben_Affleck/Ben_Affleck_0006.jpg,141,40.71465354291866;-74.00465666157501,40.71462660933862;-74.00467071321712,1
data\face\lfw-deepfunneled/Sean_Astin/Sean_Astin_0002.jpg,1460,40.623753064284905;-74.25220649544147,40.71440011843464;-74.00673785367125,0
data\face\lfw-deepfunneled/Larry_Brown/Larry_Brown_0004.jpg,923,40.71257690957461;-74.00548530461359,40.757757640146096;-73.98534783604681,0
data\face\lfw-deepfunneled/Lindsey_Graham/Lindsey_Graham_0001.jpg,971,40.74954103420705;-73.96698100275002,40.7495432247505;-73.96696034158911,1
data\face\lfw-deepfunneled/Monica_Lewinsky/Monica_Lewinsky_0001.jpg,1155,40.7127090869411;-74.00571905667526,40.75850234091258;-73.9846975266226,0
data\face\lfw-deepfunneled/Gerry_Parsky/Gerry_Parsky_0002.jpg,539,40.75676403422949;-73.98442786745301,40.74882415062586;-73.96782851018112,0
data\face\lfw-deepfunneled/Tom_Daschle/Tom_Daschle_0006.jpg,1573,40.75809469965573;-73.98525549477742,40.73504797922576;-74.06613480822662,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0361.jpg,532,40.74769045595429;-73.97001837510017,40.71251673079885;-74.00579888499821,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0077.jpg,537,40.758162216930394;-73.98540514492318,40.7581794201751;-73.98543680185713,1
data\face\lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0011.jpg,160,40.757075168273474;-73.98705597771774,40.75737249524435;-73.9871901176687,1
data\face\lfw-deepfunneled/Doug_Collins/Doug_Collins_0001.jpg,398,40.712044815512805;-74.00595663325498,40.75882103847088;-73.9846074107822,0
data\face\lfw-deepfunneled/Victoria_Clarke/Victoria_Clarke_0005.jpg,1619,40.71357163980918;-74.00605146211328,40.71354033479986;-74.00614796783763,1
data\face\lfw-deepfunneled/Michael_Bloomberg/Michael_Bloomberg_0015.jpg,1092,40.758362128491136;-73.98544557823426,40.831453126172285;-73.78847675548643,0
data\face\lfw-deepfunneled/Vladimir_Putin/Vladimir_Putin_0047.jpg,1628,40.75975686270831;-73.98643746063644,40.75972219558534;-73.98629635295364,1
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0049.jpg,1468,40.71282249359188;-74.0062993032969,40.71268911414064;-74.00619470419596,1
data\face\lfw-deepfunneled/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0005.jpg,843,40.67615117718838;-74.12063136315213,40.756135739995166;-73.98466865955437,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0045.jpg,392,40.757085475606;-73.98408515855279,40.71402889759197;-74.0052894602949,0
data\face\lfw-deepfunneled/Gray_Davis/Gray_Davis_0007.jpg,559,40.74826426658366;-73.96714653667321,40.74816087567083;-73.96714587859965,1
data\face\lfw-deepfunneled/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0006.jpg,1451,40.71812222418216;-73.71682949284411,40.75750618951508;-73.98615204812923,0
data\face\lfw-deepfunneled/Ali_Khamenei/Ali_Khamenei_0002.jpg,53,40.71303975876445;-74.0058157075858,40.75873326896952;-73.98677802976722,0
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0025.jpg,769,40.71843001827856;-74.06457073944037,40.71152502513527;-74.00703265316592,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0184.jpg,532,40.74809863959206;-73.96777363355457,40.75805902979653;-73.98545143083099,0
data\face\lfw-deepfunneled/Mark_Geragos/Mark_Geragos_0002.jpg,1037,40.71255872764242;-74.00334162260499,40.74963001344451;-73.96829535079857,0
data\face\lfw-deepfunneled/Pascal_Quignard/Pascal_Quignard_0001.jpg,1229,40.74864560947442;-73.96797262917441,40.7487839177344;-73.96796254398696,1
data\face\lfw-deepfunneled/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,410,40.758279943312814;-73.98497754634366,40.75812928283251;-73.9848375983802,1
data\face\lfw-deepfunneled/Pedro_Almodovar/Pedro_Almodovar_0004.jpg,1265,40.7126096703795;-74.00615849547508,40.71257018954695;-74.00616089714872,1
data\face\lfw-deepfunneled/Tommy_Franks/Tommy_Franks_0014.jpg,1581,40.69075530957805;-74.21563174396483,40.69070440495156;-74.21547883762948,1
data\face\lfw-deepfunneled/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0001.jpg,840,40.71287411549049;-74.00606804048935,40.712794741407;-74.00634249854836,1
data\face\lfw-deepfunneled/Pete_Carroll/Pete_Carroll_0003.jpg,1271,40.75248481740832;-73.9689066217172,40.712747186170446;-74.00632832775597,0
data\face\lfw-deepfunneled/Eduardo_Duhalde/Eduardo_Duhalde_0010.jpg,412,40.71207885753022;-74.0051057964229,40.71201584693741;-74.00516339392438,1
data\face\lfw-deepfunneled/Keith_Bogans/Keith_Bogans_0001.jpg,878,40.712233578590336;-74.005348555886,40.74865313194871;-73.96800642222863,0
data\face\lfw-deepfunneled/Donatella_Versace/Donatella_Versace_0002.jpg,393,40.75832754097683;-73.98594436616222,40.74878395487278;-73.96815443707172,0
data\face\lfw-deepfunneled/Chakib_Khelil/Chakib_Khelil_0001.jpg,253,40.71278689730624;-74.00601306646486,40.71276202169705;-74.0060549881587,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0255.jpg,532,40.71447855979324;-74.00560300296478,40.71432544403945;-74.0055802360085,1
data\face\lfw-deepfunneled/Andrew_Bunner/Andrew_Bunner_0002.jpg,80,40.75689345951318;-73.98374347819332,40.75685102268826;-73.9836563125701,1
data\face\lfw-deepfunneled/John_Howard/John_Howard_0019.jpg,778,40.712748816554765;-74.00709177785721,40.7128382479096;-74.00693638013085,1
